timestamp,V1
599616157074854071, 7
599616157074854071, 200
599616157074854071, 447
599616157074854071, 631
599616157074854071, 467
599616157074854071, -58
599616157074854071, -317
599616157074854071, -128
599616157074854071, -53
599616157074854071, -162
599616157074854071, -150
599616157074854071, -104
599616157074854071, -130
599616157074854071, -133
599616157074854071, -113
599616157074854071, -113
599616157074854071, -111
599616157074854071, -99
599616157074854071, -96
599616157074854071, -92
599616157074854071, -87
599616157074854071, -87
599616157074854071, -84
599616157074854071, -89
599616157074854071, -87
599616157074854071, -79
599616157074854071, -72
599616157074854071, -70
599616157074854071, -62
599616157074854071, -58
599616157074854071, -50
599616157074854071, -46
599616157074854071, -43
599616157074854071, -41
599616157074854071, -41
599616157074854071, -46
599616157074854071, -43
599616157074854071, -43
599616157074854071, -48
599616157074854071, -50
599616157074854071, -43
599616157074854071, -31
599616157074854071, -24
599616157074854071, -21
599616157074854071, -21
599616157074854071, -29
599616157074854071, -36
599616157074854071, -43
599616157074854071, -48
599616157074854071, -55
599616157074854071, -58
599616157074854071, -58
599616157074854071, -58
599616157074854071, -58
599616157074854071, -53
599616157074854071, -53
599616157074854071, -50
599616157074854071, -48
599616157074854071, -48
599616157074854071, -46
599616157074854071, -43
599616157074854071, -43
599616157074854071, -43
599616157074854071, -46
599616157074854071, -48
599616157074854071, -48
599616157074854071, -53
599616157074854071, -60
599616157074854071, -60
599616157074854071, -65
599616157074854071, -70
599616157074854071, -65
599616157074854071, -67
599616157635673184, -72
599616157635673184, -75
599616157635673184, -75
599616157635673184, -75
599616157635673184, -67
599616157635673184, -67
599616157635673184, -75
599616157635673184, -75
599616157635673184, -72
599616157635673184, -72
599616157635673184, -72
599616157635673184, -77
599616157635673184, -94
599616157635673184, -108
599616157635673184, -101
599616157635673184, -101
599616157635673184, -116
599616157635673184, -113
599616157635673184, -106
599616157635673184, -108
599616157635673184, -111
599616157635673184, -106
599616157635673184, -104
599616157635673184, -99
599616157635673184, -96
599616157635673184, -99
599616157635673184, -106
599616157635673184, -104
599616157635673184, -96
599616157635673184, -94
599616157635673184, -92
599616157635673184, -92
599616157635673184, -99
599616157635673184, -99
599616157635673184, -94
599616157635673184, -94
599616157635673184, -99
599616157635673184, -104
599616157635673184, -106
599616157635673184, -99
599616157635673184, -92
599616157635673184, -99
599616157635673184, -101
599616157635673184, -101
599616157635673184, -104
599616157635673184, -99
599616157635673184, -75
599616157635673184, -48
599616157635673184, -41
599616157635673184, -55
599616157635673184, -84
599616157635673184, -94
599616157635673184, -84
599616157635673184, -82
599616157635673184, -84
599616157635673184, -82
599616157635673184, -82
599616157635673184, -89
599616157635673184, -96
599616157635673184, -99
599616157635673184, -94
599616157635673184, -92
599616157635673184, -99
599616157635673184, -108
599616157635673184, -46
599616157635673184, 145
599616157635673184, 389
599616157635673184, 549
599616157635673184, 414
599616157635673184, -77
599616157635673184, -397
599616157635673184, -220
599616157635673184, -62
599616158196492297, -157
599616158196492297, -176
599616158196492297, -123
599616158196492297, -140
599616158196492297, -150
599616158196492297, -128
599616158196492297, -125
599616158196492297, -135
599616158196492297, -138
599616158196492297, -147
599616158196492297, -152
599616158196492297, -140
599616158196492297, -130
599616158196492297, -125
599616158196492297, -123
599616158196492297, -116
599616158196492297, -111
599616158196492297, -104
599616158196492297, -96
599616158196492297, -92
599616158196492297, -82
599616158196492297, -75
599616158196492297, -72
599616158196492297, -70
599616158196492297, -62
599616158196492297, -60
599616158196492297, -53
599616158196492297, -55
599616158196492297, -62
599616158196492297, -62
599616158196492297, -60
599616158196492297, -65
599616158196492297, -58
599616158196492297, -38
599616158196492297, -33
599616158196492297, -43
599616158196492297, -48
599616158196492297, -50
599616158196492297, -60
599616158196492297, -72
599616158196492297, -79
599616158196492297, -82
599616158196492297, -77
599616158196492297, -75
599616158196492297, -75
599616158196492297, -72
599616158196492297, -70
599616158196492297, -67
599616158196492297, -67
599616158196492297, -70
599616158196492297, -70
599616158196492297, -65
599616158196492297, -62
599616158196492297, -65
599616158196492297, -67
599616158196492297, -67
599616158196492297, -67
599616158196492297, -70
599616158196492297, -70
599616158196492297, -70
599616158196492297, -75
599616158196492297, -82
599616158196492297, -84
599616158196492297, -82
599616158196492297, -77
599616158196492297, -77
599616158196492297, -82
599616158196492297, -87
599616158196492297, -84
599616158196492297, -79
599616158196492297, -77
599616158196492297, -79
599616158196492297, -84
599616158757301236, -87
599616158757301236, -94
599616158757301236, -99
599616158757301236, -94
599616158757301236, -89
599616158757301236, -101
599616158757301236, -116
599616158757301236, -113
599616158757301236, -111
599616158757301236, -118
599616158757301236, -121
599616158757301236, -113
599616158757301236, -113
599616158757301236, -116
599616158757301236, -111
599616158757301236, -106
599616158757301236, -104
599616158757301236, -101
599616158757301236, -101
599616158757301236, -101
599616158757301236, -101
599616158757301236, -96
599616158757301236, -92
599616158757301236, -92
599616158757301236, -96
599616158757301236, -96
599616158757301236, -94
599616158757301236, -94
599616158757301236, -94
599616158757301236, -101
599616158757301236, -106
599616158757301236, -108
599616158757301236, -113
599616158757301236, -104
599616158757301236, -82
599616158757301236, -67
599616158757301236, -58
599616158757301236, -65
599616158757301236, -94
599616158757301236, -104
599616158757301236, -101
599616158757301236, -111
599616158757301236, -116
599616158757301236, -106
599616158757301236, -106
599616158757301236, -108
599616158757301236, -108
599616158757301236, -111
599616158757301236, -113
599616158757301236, -111
599616158757301236, -118
599616158757301236, -123
599616158757301236, -38
599616158757301236, 174
599616158757301236, 409
599616158757301236, 530
599616158757301236, 334
599616158757301236, -174
599616158757301236, -423
599616158757301236, -203
599616158757301236, -84
599616158757301236, -188
599616158757301236, -179
599616158757301236, -133
599616158757301236, -164
599616158757301236, -171
599616158757301236, -150
599616158757301236, -159
599616158757301236, -162
599616158757301236, -147
599616158757301236, -142
599616158757301236, -140
599616158757301236, -138
599616159318100005, -135
599616159318100005, -128
599616159318100005, -121
599616159318100005, -118
599616159318100005, -113
599616159318100005, -106
599616159318100005, -96
599616159318100005, -89
599616159318100005, -89
599616159318100005, -96
599616159318100005, -94
599616159318100005, -87
599616159318100005, -79
599616159318100005, -77
599616159318100005, -75
599616159318100005, -75
599616159318100005, -82
599616159318100005, -89
599616159318100005, -84
599616159318100005, -75
599616159318100005, -70
599616159318100005, -65
599616159318100005, -60
599616159318100005, -62
599616159318100005, -67
599616159318100005, -75
599616159318100005, -87
599616159318100005, -89
599616159318100005, -89
599616159318100005, -99
599616159318100005, -106
599616159318100005, -101
599616159318100005, -99
599616159318100005, -94
599616159318100005, -89
599616159318100005, -92
599616159318100005, -87
599616159318100005, -84
599616159318100005, -84
599616159318100005, -82
599616159318100005, -77
599616159318100005, -79
599616159318100005, -79
599616159318100005, -75
599616159318100005, -77
599616159318100005, -82
599616159318100005, -87
599616159318100005, -89
599616159318100005, -89
599616159318100005, -89
599616159318100005, -92
599616159318100005, -92
599616159318100005, -92
599616159318100005, -94
599616159318100005, -96
599616159318100005, -96
599616159318100005, -94
599616159318100005, -94
599616159318100005, -96
599616159318100005, -106
599616159318100005, -116
599616159318100005, -108
599616159318100005, -104
599616159318100005, -111
599616159318100005, -116
599616159318100005, -108
599616159318100005, -106
599616159318100005, -104
599616159318100005, -101
599616159318100005, -99
599616159318100005, -99
599616159318100005, -101
