599616789701397231 4
599616789701397231 7
599616789701397231 16
599616789701397231 14
599616789701397231 4
599616789701397231 7
599616789701397231 14
599616789701397231 14
599616789701397231 12
599616789701397231 7
599616789701397231 2
599616789701397231 2
599616789701397231 4
599616789701397231 4
599616789701397231 2
599616789701397231 2
599616789701397231 4
599616789701397231 21
599616789701397231 48
599616789701397231 65
599616789701397231 55
599616789701397231 31
599616789701397231 19
599616789701397231 19
599616789701397231 16
599616789701397231 19
599616789701397231 21
599616789701397231 16
599616789701397231 16
599616789701397231 14
599616789701397231 7
599616789701397231 7
599616789701397231 9
599616789701397231 7
599616789701397231 -4
599616789701397231 4
599616789701397231 135
599616789701397231 399
599616789701397231 663
599616789701397231 736
599616789701397231 384
599616789701397231 -186
599616789701397231 -307
599616789701397231 -31
599616789701397231 2
599616789701397231 -111
599616789701397231 -67
599616789701397231 -31
599616789701397231 -65
599616789701397231 -60
599616789701397231 -38
599616789701397231 -43
599616789701397231 -46
599616789701397231 -33
599616789701397231 -26
599616789701397231 -21
599616789701397231 -16
599616789701397231 -14
599616789701397231 -14
599616789701397231 -16
599616789701397231 -16
599616789701397231 -9
599616789701397231 -2
599616789701397231 2
599616789701397231 12
599616789701397231 12
599616789701397231 16
599616789701397231 26
599616789701397231 31
599616789701397231 26
599616789701397231 31
599616789701397231 36
599616789701397231 31
599616790262063754 29
599616790262063754 31
599616790262063754 38
599616790262063754 41
599616790262063754 36
599616790262063754 36
599616790262063754 36
599616790262063754 26
599616790262063754 4
599616790262063754 -21
599616790262063754 -31
599616790262063754 -33
599616790262063754 -36
599616790262063754 -41
599616790262063754 -43
599616790262063754 -43
599616790262063754 -38
599616790262063754 -31
599616790262063754 -24
599616790262063754 -24
599616790262063754 -21
599616790262063754 -16
599616790262063754 -12
599616790262063754 -9
599616790262063754 -9
599616790262063754 -14
599616790262063754 -16
599616790262063754 -16
599616790262063754 -16
599616790262063754 -21
599616790262063754 -21
599616790262063754 -21
599616790262063754 -19
599616790262063754 -24
599616790262063754 -31
599616790262063754 -31
599616790262063754 -26
599616790262063754 -31
599616790262063754 -31
599616790262063754 -26
599616790262063754 -26
599616790262063754 -24
599616790262063754 -19
599616790262063754 -16
599616790262063754 -19
599616790262063754 -19
599616790262063754 -19
599616790262063754 -16
599616790262063754 -14
599616790262063754 -14
599616790262063754 -16
599616790262063754 -19
599616790262063754 -14
599616790262063754 -9
599616790262063754 -12
599616790262063754 -19
599616790262063754 -16
599616790262063754 -14
599616790262063754 -9
599616790262063754 -4
599616790262063754 -4
599616790262063754 -14
599616790262063754 -21
599616790262063754 -19
599616790262063754 -12
599616790262063754 2
599616790262063754 19
599616790262063754 33
599616790262063754 41
599616790262063754 24
599616790262063754 0
599616790262063754 2
599616790262063754 7
599616790822730277 -2
599616790822730277 -7
599616790822730277 -2
599616790822730277 2
599616790822730277 0
599616790822730277 -2
599616790822730277 -9
599616790822730277 -14
599616790822730277 -16
599616790822730277 -29
599616790822730277 -50
599616790822730277 -7
599616790822730277 176
599616790822730277 457
599616790822730277 733
599616790822730277 721
599616790822730277 215
599616790822730277 -259
599616790822730277 -179
599616790822730277 2
599616790822730277 -84
599616790822730277 -130
599616790822730277 -70
599616790822730277 -77
599616790822730277 -101
599616790822730277 -84
599616790822730277 -75
599616790822730277 -77
599616790822730277 -67
599616790822730277 -62
599616790822730277 -62
599616790822730277 -53
599616790822730277 -48
599616790822730277 -43
599616790822730277 -38
599616790822730277 -36
599616790822730277 -33
599616790822730277 -26
599616790822730277 -21
599616790822730277 -16
599616790822730277 -14
599616790822730277 -9
599616790822730277 -4
599616790822730277 -4
599616790822730277 -4
599616790822730277 2
599616790822730277 4
599616790822730277 4
599616790822730277 7
599616790822730277 9
599616790822730277 12
599616790822730277 19
599616790822730277 31
599616790822730277 38
599616790822730277 33
599616790822730277 21
599616790822730277 9
599616790822730277 -7
599616790822730277 -21
599616790822730277 -24
599616790822730277 -29
599616790822730277 -38
599616790822730277 -41
599616790822730277 -36
599616790822730277 -31
599616790822730277 -33
599616790822730277 -31
599616790822730277 -26
599616790822730277 -19
599616790822730277 -14
599616790822730277 -14
599616790822730277 -16
599616790822730277 -12
599616791383396800 -9
599616791383396800 -9
599616791383396800 -12
599616791383396800 -12
599616791383396800 -9
599616791383396800 -9
599616791383396800 -12
599616791383396800 -9
599616791383396800 -19
599616791383396800 -33
599616791383396800 -33
599616791383396800 -26
599616791383396800 -26
599616791383396800 -29
599616791383396800 -26
599616791383396800 -29
599616791383396800 -29
599616791383396800 -26
599616791383396800 -24
